flow_uuid,flow_name_zh,flow_name_en,flow_type,default_unit,unit_group,compartment,updated_at
10041d22-3cea-4f73-b597-3c75f8bf3883,玉米秸秆,Corn straw,Product flow,kg,Units of mass,Materials production;Agricultural production means,2024-04-16T19:00:21.915151+08:00
10092884-3ffd-4ff5-baec-4ce9c80ab669,涂层渣,Coating slag,Waste flow,kg,Units of mass,Wastes;Post consumer waste,2023-09-01T20:22:54.110094+08:00
1009995a-5aa7-4bbc-8892-82208fa258b3,亚磷酸废液,Phosphorous acid waste,Product flow,kg,Units of mass,Wastes;Other waste,2024-04-16T19:00:21.934425+08:00
101e55f2-2da0-528b-96fd-21687e242c1c,废聚乙烯，用于回收，未分类,"Waste polyethylene, for recycling, unsorted",Product flow,kg,Units of mass,End-of-life treatment;Material recycling,2024-04-16T19:00:22.962497+08:00
105d69ff-7f4d-478d-a20c-2d06fdb341cd,淀粉酶,Amylase,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.773799+08:00
10836f28-4867-4425-9250-26b018dd547d,再生塑料粒子,Recycled Plastic Particles,Product flow,kg,Units of mass,Materials production;Plastics,2024-01-03T16:03:41.567070+08:00
108c9df0-f741-4bfa-9476-7d33a86263d2,轻质瓦斯油,Light gas oil,Product flow,kg,Units of mass,Energy carriers and technologies;Crude oil based fuels,2024-04-16T19:00:22.092068+08:00
109198de-5181-44c4-840d-f88a5780c97e,其他食品加工行业 - CN,Other food processing Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.880355+08:00
11077512-b85c-41da-8669-1298c65be402,玉米淀粉,Cornstarch,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.602889+08:00
1125e767-7b5d-442e-81d6-9b0d3e1919ac,地区或工业用热，天然气,"Heat, district or industrial, natural gas",Product flow,kg,Units of mass,Energy carriers and technologies;Natural gas based fuels,2024-04-16T19:00:22.991948+08:00
1126d22a-bd3d-4da1-93dc-acc34b511d22,羊皮,Sheepskin,Product flow,Item(s),Units of items,Materials production;Other materials,2024-01-03T16:03:41.446104+08:00
11366f25-e258-4fa2-8e60-9be50e12f5af,印染麻布类,印染麻布类,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.340379+08:00
118a9202-6b68-44aa-82b5-2c2bf5bc02cf,甲酸,Formic acid,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:22.888501+08:00
11a96200-9e3e-4f31-8cb1-cbad028ab81d,加热炉燃料气,Heating Furnace Fuel Gas,Product flow,m3,Units of volume,Energy carriers and technologies;Natural gas based fuels,2024-01-03T16:03:40.680771+08:00
11c2e97a-624f-41de-957d-543cddb777ef,轮胎,Tire,Product flow,Item(s),Units of items,Transport services;Road,2024-04-16T19:00:22.432635+08:00
11c49059-41a5-44d3-9589-d3573a45e511,最终处理的土壤,The final treated soil,Product flow,m3,Units of volume,Materials production;Other materials,2024-04-16T19:00:23.231554+08:00
11e5d6c8-4007-4c29-a82c-0a0633d303be,六水硫酸镍,Nickel sulfate hexahydrate,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:22.011417+08:00
11eb71f0-c8b1-4ce0-b092-a90220dd046d,废旧622型三元锂电池,Eol NCM622 battery,Product flow,kg,Units of mass,End-of-life treatment;Material recycling,2024-04-16T19:00:23.090539+08:00
11ef68e3-5a58-4374-9498-41e1764dba45,进口铜废料,Imported-copper scrap,Product flow,kg,Units of mass,Wastes;Mining waste,2024-04-16T19:00:23.189826+08:00
12053592-e6c4-4c56-ad15-a36a267c500a,中空玻璃,Hollow Glass,Product flow,m2,Units of area,Materials production;Glass and ceramics,2024-01-03T16:03:40.805168+08:00
12292b1a-cb21-4555-88ed-13ed3bcd2372,"矿物废料（灰渣）, 灰",mineral waste (ash),Waste flow,kg,Units of mass,Wastes;Production residues,
1238b9a4-66c0-42cf-b1b8-dbd528c26a28,土壤改良剂-K3PO4,Potassium phosphate,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:23.138895+08:00
12515acc-030c-4be2-ad20-fae5c0b35cfb,玻璃纤维,Fiber glass,Product flow,kg,Units of mass,Materials production;Plastics,2024-04-16T19:00:22.063618+08:00
12525dde-1d7a-4024-9ea3-5b90912a48f8,钛白粉,Titanium Dioxide,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-01-03T16:03:41.125728+08:00
125b042b-4544-4f5f-8fc0-3bd3b6d05fde,细杂皮,Furskin,Product flow,Item(s),Units of items,Materials production;Other materials,2024-01-03T16:03:41.442094+08:00
125d68b1-4cd7-4bd0-96ae-15bbd7e8794a,浸出液,Leaching solution,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.149087+08:00
1289c769-931c-4746-9ae6-b8294d9bc1c9,聚丙烯腈基碳纤维,Polyacrylonitrile-based carbon fiber,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.203009+08:00
1296903e-24cd-419e-ba10-d6075c902bcf,处置设施,Treatment facilities,Product flow,Item(s),Units of items,Systems;Construction,2024-04-16T19:00:22.638542+08:00
129c555f-7e1b-40cf-90aa-40a38702f41d,塔尔油沥青,tall oil pitch,Waste flow,kg,Units of mass,Wastes;Production residues,2012-01-20T10:26:17+01:00
12d5d744-7725-4dbc-b102-43c80547f777,纸盒,Paper Box,Product flow,kg,Units of mass,Materials production;Paper and cardboards,2024-04-16T19:00:22.337529+08:00
12da5e7d-9b93-4404-8c7d-08f98bec6238,小麦,Wheat,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:21.325096+08:00
13082a6a-e820-45ec-89f5-3c2c3650495b,银板材,Steel Sheet,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:41.014634+08:00
130aa38f-8c63-4d0b-ad05-0b2c4426cdd8,冻鱼片,Frozen Fish,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:41.548611+08:00
13201762-198b-406a-8596-e66564114ff1,日用陶瓷,Ceramic Ware for Daily Use,Product flow,kg,Units of mass,Materials production;Glass and ceramics,2024-01-03T16:03:41.246978+08:00
1326f6d3-3ef4-4c9b-8b29-551f4e4e23d8,氯,Chlorine,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.920970+08:00
13360b0b-67f6-4e6e-bbf7-778e44fc84f9,地下水采样和TVOC含量检测,Groundwater sample and TVOC analysis,Product flow,Item(s),Units of items,Other Services;Other services,2024-04-16T19:00:23.245521+08:00
133a39ab-b837-4221-8c76-5f06eae63dc8,酒店行业 - CN,Hotels Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.978495+08:00
135ec190-eefd-47c8-b258-b6e9809949ee,多聚赖氨酸,Polylysine,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:40.762868+08:00
13768c4d-66ef-4a7c-bab1-13495c8c7ab1,染色棉纤维,Yellow Stained Cotton,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.331745+08:00
13855b61-42fa-401a-9418-97579ceef8b2,煤气灰分,Gas ash,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:21.476063+08:00
13a2cb77-4af8-4414-9108-5fa1ca7901f1,西瓜,Watermelon,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:23.197508+08:00
13d0bd49-6d62-4646-9a27-a0ecfc3fce04,铅废料,Lead scrap,Product flow,kg,Units of mass,Wastes;Mining waste,2012-10-31T23:00:00+01:00
13e7c31b-fddb-4287-a83f-1ffdd12fb984,废旧钢丝绳织物,Waste wire cord fabric,Product flow,kg,Units of mass,Wastes;Mining waste,2024-04-16T19:00:22.531243+08:00
13fc1799-fd2d-4582-bb90-6a332fff7326,粉煤灰,Fly ash,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.268383+08:00
1414b6e3-4ca6-4d44-8a6d-eb4312f3f1e9,麻纺织品行业 - CN,Hemp textiles  Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.890613+08:00
1419bf8c-231b-4493-b562-85f249e2c40d,滑石粉,Talcum Powder,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:22.755985+08:00
143413d6-f1b7-4b0a-a12e-0e7e1d788b28,钙镁磷肥,Calcium Magnesium Phosphate,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-01-03T16:03:41.124748+08:00
14403837-e851-41ac-97ae-c9ce77f53b93,高纯多晶硅,Polycrystalline silicon,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.965657+08:00
144dffce-b91c-4a97-987e-095307ee6026,连续长丝玻璃纤维,Continuous filament glass fibre,Product flow,kg,Units of mass,Materials production;Glass and ceramics,2012-12-03T14:53:25.444+01:00
1450823b-490b-4da8-9a44-ad0865456ce6,废渣,Dregs,Product flow,kg,Units of mass,Wastes;Other waste,2024-04-16T19:00:22.392340+08:00
148bb432-9f3f-4de6-9b0c-ac34ab2f70a9,设备折旧,Equipment Depreciation,Product flow,a,Units of time,Other Services;Other services,2024-04-16T19:00:22.033656+08:00
14a978db-f8cc-4047-9f82-f54b822f6464,金精矿,Gold concentrate,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.902070+08:00
14c42414-b19b-47c4-863f-1b86b50ff6bf,水稻种子,Rice Seeds,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:22.165476+08:00
14d56ab9-50eb-4f49-9605-d45ce6ba82b1,废气,Exhaust gas,Product flow,m3,Units of volume,Materials production;Inorganic chemicals,2024-04-16T19:00:21.362916+08:00
14eee8fa-1e68-4130-be75-9130c32d535e,富锰渣,Manganese Residual,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:41.099778+08:00
1512d759-45f7-4cf2-a42c-d02a8f71a19f,氧化锌,zinc oxide,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2012-01-20T10:26:17+01:00
152c8d4a-4f14-4c0b-9c12-f040d4d80dca,吡虫啉,Imidacloprid,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.512742+08:00
15301bd0-d30e-4068-adcf-62b1e5f57568,氰化氢,Hydrogen cyanide,Product flow,kg,Units of mass,Emissions;Other substance type,2024-04-16T19:00:22.413544+08:00
155013bb-38ab-4842-89f7-d98f91dcb790,抽提井,Extraction wel,Product flow,Item(s),Units of items,Systems;Construction,2024-04-16T19:00:22.632356+08:00
1570a766-fe08-427f-94cb-6947995117ec,液化天然气,"Natural gas, liquefied",Product flow,kg,Units of mass,Energy carriers and technologies;Natural gas based fuels,2024-04-16T19:00:22.787759+08:00
1571fd39-5005-4b41-abf6-747bd8b59134,抛光粉,Polishing Powder,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:21.800203+08:00
15887d26-2fcb-4e43-92df-d45dcc8df61d,货物和辅助活动的航空运输 行业 - CN,Air  transport for cargo and auxiliary activities Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.974326+08:00
159a4362-1b49-4cd2-9cf8-80b8aba23402,居住服务行业 - CN,Residential services Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.995549+08:00
159edf36-233e-4e2c-aec0-b0ac0d49f528,液氮,"Nitrogen, liquid",Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:22.812881+08:00
15f72fe1-d744-4520-b699-143a79b41d17,阳离子染料,Cationic Dyes,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.135032+08:00
16096976-3a26-47c2-86de-aae9fb66879a,四氟化碳,Carbon tetrafluoride,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.755211+08:00
165ad2ff-fc81-46bd-931a-849957758b1c,干法粉剂保健食品,Dry Method Dietary Supplement,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.769690+08:00
1661d144-61f6-461b-a70f-ed95908db1a7,经修复的场地,Remedied site,Product flow,Item(s),Units of items,Systems;Other systems,2024-04-16T19:00:23.103763+08:00
1662d6d7-ddca-41d1-a90f-a2f9cd21f6c9,磷酸三钠,Trisodium Phosphate,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.650620+08:00
16758520-bfa4-4af9-9357-bf3f3b848a72,原烟,Tobacco,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:41.326983+08:00
16768a0b-2697-465e-8a4f-47451ba0f6af,"城市垃圾, 未指明",municipal waste (unspecified),Waste flow,kg,Units of mass,Wastes;Production residues,2012-01-20T10:26:17+01:00
16771055-18d2-43de-873c-440f7fcc7d3d,轻烧镁,Light Burned Magnesia,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-01-03T16:03:40.923979+08:00
167e2151-b122-49d8-b4ee-508d4a0b669e,柔性版油墨,Flexographic Printing Ink,Product flow,kg,Units of mass,Systems;Paints and chemical preparations,2024-01-03T16:03:40.721959+08:00
16b10c3f-ef48-437d-b868-52d56eeb2f77,城市生活垃圾填埋场,Municipal solid waste landfill,Product flow,kg,Units of mass,Wastes;Other waste,2024-04-16T19:00:22.214613+08:00
16e5f88d-6275-4be5-9b11-67af4822298c,苯酚,Phenol,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.038087+08:00
16ecdc48-3ef5-40b0-8a5d-56b3794a2ba4,速溶咖啡,Instant Coffee,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:41.594888+08:00
1745db8e-2e68-4193-b86f-a7a1cf5796ae,磷酸钙,Calcium phosphate,Product flow,kg,Units of mass,Emissions;Inorganic covalent compounds,2024-04-16T19:00:22.111658+08:00
174fcb29-37be-433f-bab2-e8eeb1c95c54,掺铝氧化锌,Aluminum doped Zinc Oxid,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:22.480682+08:00
175f80a5-37cf-4df7-ae06-8987c70b052c,蛋,Egg,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:21.151295+08:00
17638a93-73c1-450d-a9cd-3680bf2372b9,乙酰氯,Acetyl chloride,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:20.838408+08:00
1768722c-0cb1-4b0b-9183-2ff16919120e,聚氯乙烯，散装聚合,"Polyvinylchloride, bulk polymerised",Product flow,kg,Units of mass,Materials production;Plastics,2024-04-16T19:00:22.867933+08:00
176d7abf-4f6c-4584-a720-f9a518ce7d2d,精炼铜,Refined copper,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:21.220513+08:00
178d91be-4aa4-49bf-8120-b198514f64db,烧结矿,Sinter ore,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:21.859692+08:00
179b3bc5-dee8-4542-8aea-015ddf9a471b,阴极铜,Cathode copper,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.942034+08:00
179e3f49-022d-48fb-92b6-349b35f80537,挂面,Vermicelli,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.776494+08:00
17b1468a-a90f-4b81-ba76-2e4e1600429d,蓝湿毛皮/白湿毛皮,Wet-blue leather,Product flow,Item(s),Units of items,Materials production;Other materials,2024-01-03T16:03:41.449060+08:00
17b49b06-2bf6-4f3b-9ae0-d4f6d5be87ff,氢氧化钠（100）,Sodium Hydroxide (100%),Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:22.884842+08:00
17b5c93a-e1e9-4eb6-901b-b801ec856198,钽板,Tantalum Plate,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.920988+08:00
17bedc4d-f622-4d88-8015-3c5627ad8127,磁记录材料,Magnetic Recording Material,Product flow,m2,Units of area,Materials production;Metals and semimetals,2024-01-03T16:03:41.031564+08:00
181889c8-dc75-4df3-8061-9c9169637699,再生聚苯乙烯颗粒,Recycled Polystyrene granules,Product flow,kg,Units of mass,Materials production;Plastics,2024-04-16T19:00:22.274383+08:00
184a42b5-7c3a-494c-9971-33ae14589c73,其它中间体,Intermediates,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:40.733700+08:00
184cf827-046f-475c-97d5-159d53d2ae6a,科学研究和实验行业 - CN,Scientific research and experiment Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.990130+08:00
18732e12-90b1-418c-84bc-fefc278298bf,钢水,Molten steel,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:22.204021+08:00
18b95da9-1756-446b-ada6-d59abd6d2292,焦化蜡油,Tar,Product flow,kg,Units of mass,Energy carriers and technologies;Crude oil based fuels,2024-01-03T16:03:40.649415+08:00
18dc1317-84b4-4681-a5f4-e296cf12f69e,石棉，隐石棉类型,"Asbestos, crysotile type",Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:22.984120+08:00
18f0aab9-8013-41c5-957f-888f13c2d47a,其他氨基甲酸酯类农药①,Amino Acid Ester Pesticides,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.502289+08:00
18f17e4b-56f0-4b33-ab0f-00538640dcf7,碳酸丙烯酯,Propylene carbonate,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.084100+08:00
18fea9b5-de58-4168-b62c-d459ce1d3784,锰精矿/锰块矿,Manganese Ore concentrate,Product flow,kg,Units of mass,Materials production;Raw materials,2024-01-03T16:03:40.677226+08:00
193a8bc1-b49b-423a-8285-cd7d844b573a,零价铁,Zero-valent Iron,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:23.257750+08:00
194dc448-c455-4836-8b6e-8dd603daa294,明矾,Alum,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.795117+08:00
194e1747-7879-448e-bb72-cf97a8ac0aa2,除虫菊酯,Pyrethrins,Product flow,kg,Units of mass,Emissions;Pesticides,2024-04-16T19:00:22.180690+08:00
1957c799-9e45-444f-8855-d9ecdc5798d8,溴化铅（II）,Lead(II) bromide,Product flow,kg,Units of mass,Wastes;Production residues,2024-04-16T19:00:22.461900+08:00
196bf785-7fa7-4409-8bac-de8c45baeba7,其他制造产品 行业 - CN,Other manufacturing  products Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.955166+08:00
198f9bb6-4268-4609-b85f-3f90f0d26d6d,纸，不含木浆，无涂层,"Paper, woodfree, uncoated",Product flow,kg,Units of mass,Materials production;Paper and cardboards,2024-04-16T19:00:23.074037+08:00
199d719c-1505-4223-886f-cfef1f9c6392,含铜渣,Copper-containing slag,Product flow,kg,Units of mass,Wastes;Other waste,2024-04-16T19:00:21.357237+08:00
19b26342-ff22-426f-bac3-74cd48cae179,花生,Peanut,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.880657+08:00
19bacec1-aff8-4398-a7bd-d125b48505b7,聚对苯二甲酸乙二醇酯，颗粒，瓶级,"Polyethylene terephthalate, granulate, bottle grade",Product flow,kg,Units of mass,Materials production;Plastics,2024-04-16T19:00:23.084285+08:00
